Name,Phone,Email,Join Date,Amount,Address,Zip,Note
Lee James!!,+82 10-8725-2307,7jwxy@gmail.com,2023. 5. 8,772530,Jeju,50681,Note
N/A,+82 10-1344-0232,mcdz7l@com,2021-05-25,972,169원,Gwangju,70124,Note
홍길동123,01023265837,otcg9c@naver.com,2023. 10. 28,768283,서울,24162,---
홍길동!!,Phone: 4656-7611,vxmj3l@gmail.com,2023. 4. 20,679,515원,부산,499,Note
Lee James,+82 10-7085-8865,iywa7g@,2024. 11. 23,680,625원,Sejong,1,---
 Unknown ,01040370378,wakcle,2/17/2020,약 538천원,서울,70690,---
 Lee James ,Phone: 2451-4922,k8mxr9@,2024-11-19,88.9015만원,Incheon,980,NULL
홍길동,010 2545 7568,9ym3aa,2023. 12. 26,27.0023만원,Gwangju,271,NULL
 박 민수 ,01042418740,f10vy,2024-10-26,약 189천원,Gwangju,318,NULL
최.영.희,010 0996 3134,lzxjwo,2021. 8. 25,549998,Incheon,787,---
N/A,Phone: 9564-1261,r74h8p,2021-09-12,861981,Jeju,28208,Note
김철수!!,+82 10-6625-8204,jco3kh@com,10/5/2023,816,067원,Incheon,88791,NULL
Lee James,Phone: 7423-1834,am5q6a@@,2022. 6. 28,51144,Daejeon,613,Note
 N/A ,010-9450-6214,yu9rx@hanmail.net,11/3/2020,958531,Incheon,12858,NULL
Unknown,01004202447,xdprbc@com,2023. 8. 9,17.6952만원,서울,25324,NULL
김철수123,Phone: 6206-1392,q8ofni@hanmail.net,8/27/2024,584906,Incheon,848,---
Lee James123,+82 10-0769-1751,o5e0b3@hanmail.net,6/27/2024,약 501천원,대구,36591,---
 김철수 ,010 2751 1954,s81ze@,2020-11-12,725537,Incheon,55208,---
최.영.희,+82 10-9081-2285,y1izp8@@hanmail.net,2020-02-04,321037,대구,95314,NULL
홍길동123,+82 10-9399-2764,pfr1a@hanmail.net,11/5/2022,226298,서울,911,NULL
 최.영.희 ,010-4937-0206,7n5j8n@test.co.kr,2022-08-04,13,442원,대구,799,Note
Lee James,010 0994 0155,rkzowo@naver.com,2020. 5. 21,47,108원,Gwangju,816,Note
김철수,010 8317 6581,z8m4oa@naver.com,2022. 10. 13,1.3003만원,Jeju,74515,NULL
Lee James,010-7010-0573,7ich7d@naver.com,2023. 3. 10,약 425천원,Incheon,70954,Note
Lee James123,+82 10-9631-5662,n7w328@@naver.com,2020-09-01,35304,대구,1748,Note
 김철수 ,01086903234,jeklak@@hanmail.net,3/25/2020,약 776천원,Jeju,21073,---
 박 민수 ,+82 10-7437-3477,sioai@@,2022. 3. 6,78.4047만원,Daejeon,591,Note
김철수!!,01080745484,sa83qc,2022. 11. 5,113059,Gwangju,79,Note
홍길동,+82 10-3980-8981,mlxchl,12/20/2021,66045,서울,57687,---
 홍길동 ,+82 10-1404-6065,fxlpgz@hanmail.net,9/16/2021,726,898원,서울,73188,NULL
박 민수,Phone: 0116-4445,43i4r@hanmail.net,11/2/2023,약 899천원,Sejong,34023,---
최.영.희,Phone: 9323-3708,i6vlzp@com,2022-06-25,24.6054만원,Gwangju,871,Note
Lee James,01024205508,ee5n9@@hanmail.net,10/19/2022,619932,부산,83906,Note
홍길동123,010 5353 0124,8zei9o@@com,2021. 6. 20,65.1726만원,부산,139,---
홍길동,010 0042 6456,cq7hok@com,8/9/2024,891,193원,Gwangju,17685,NULL
 Unknown ,Phone: 8655-4532,7zc0gu@hanmail.net,12/25/2024,37.8203만원,Incheon,366,Note
최.영.희,010-1681-0167,tgvxuv@com,6/16/2020,93.6323만원,Daejeon,433,NULL
 N/A ,010 0747 4000,bpx7ad,2021-01-06,13541,Gwangju,64835,NULL
 Lee James ,010-4196-4145,n92vfrg@hanmail.net,2023. 11. 2,612,121원,부산,11631,Note
N/A,01094927497,yj30q@naver.com,2023. 6. 11,338,001원,Incheon,16807,NULL
 Unknown ,+82 10-2826-7111,75e3kl@@,2021-08-01,772,926원,서울,69265,Note
최.영.희123,010 7298 8362,xbs6wk@@,2024. 10. 16,39.1789만원,Jeju,98683,NULL
홍길동,01004987150,pgbt3@@test.co.kr,7/2/2023,141197,서울,836,NULL
박 민수123,+82 10-7912-8347,fh7qn@,5/20/2020,696376,대구,542,Note
Unknown,+82 10-1891-6028,le19k@naver.com,2021-10-11,676236,Incheon,43338,Note
 최.영.희 ,010-7125-1761,xvxvie@com,2022. 6. 16,162951,Incheon,80461,NULL
최.영.희123,Phone: 2005-1124,f3al6v@@test.co.kr,2021. 12. 18,63.1944만원,Jeju,52087,NULL
 박 민수 ,Phone: 6511-4281,qaihq@test.co.kr,5/3/2022,342058,부산,429,NULL
Lee James,010-8860-8071,291x7t@@,3/24/2021,207,437원,부산,483,Note
홍길동123,+82 10-0996-3932,98fkj8@@hanmail.net,2022-07-17,799,246원,Jeju,21889,Note
Lee James123,Phone: 1400-0554,6ktpp4,7/24/2022,967367,Gwangju,35710,NULL
 홍길동 ,01068533456,da30g@,4/12/2023,615,951원,Sejong,97803,Note
Unknown123,010-5829-7631,0dlgpg@hanmail.net,2020-12-14,682315,Gwangju,480,NULL
 N/A ,Phone: 1516-3443,94ly9q@,8/26/2024,400,847원,서울,56962,---
김철수123,+82 10-0422-2818,9zgkf@,2022. 6. 13,136525,부산,218,Note
Unknown123,010-1081-1282,8t0f,1/16/2021,87.7483만원,서울,181,Note
최.영.희!!,+82 10-6946-7628,x3fkdl@,2022-11-10,992165,서울,87324,NULL
 박 민수 ,01048765917,jbi86i@@test.co.kr,2022-12-05,658,418원,Jeju,41155,NULL
Unknown,010 6441 6054,4alm5h@hanmail.net,2022-03-13,819,804원,Incheon,793,NULL
 박 민수 ,01099502638,70zuq9@gmail.com,2022. 4. 20,370,425원,대구,478,Note
 Lee James ,+82 10-2964-6493,r7j1jm@test.co.kr,2024. 12. 7,849319,부산,626,Note
최.영.희,Phone: 8954-0583,jw6sz8@,2022. 11. 14,265434,대구,945,---
 N/A ,Phone: 1958-2212,hf46w,3/10/2020,841,675원,부산,53726,Note
박 민수123,010-2011-0292,b86ui9,2024-12-18,약 723천원,Gwangju,59371,Note
최.영.희,010 0600 3962,unju3,2023-04-22,약 980천원,부산,87,Note
김철수,010-5356-4383,agrz1@hanmail.net,4/7/2021,11.6937만원,Sejong,695,Note
 최.영.희 ,Phone: 8513-1709,st93ik,3/27/2022,70.6265만원,Gwangju,13521,---
 Lee James ,01092285290,j4hfcj@,4/8/2021,324,746원,Daejeon,59836,---
박 민수,Phone: 0250-7352,as39lc@gmail.com,2022-01-19,83.5099만원,Sejong,599,---
Unknown,Phone: 4070-9054,3y8wp@gmail.com,2023-09-16,85,925원,Jeju,859,NULL
 박 민수 ,+82 10-8043-3094,6f8gjm@com,2023-04-15,5.1436만원,서울,714,Note
Lee James!!,Phone: 7208-8286,yj9k1w,2020. 5. 24,414,828원,Jeju,75863,---
박 민수,010-0916-7403,unyh1j@com,2020-09-05,319,815원,대구,941,NULL
Lee James123,010 8304 7135,rtfi1i@,2020. 9. 9,624,258원,대구,96675,NULL
박 민수,01069959159,8vtusu@com,7/4/2024,약 609천원,Jeju,31032,---
김철수123,Phone: 9253-7232,epf76@@gmail.com,10/17/2024,746,107원,대구,3627,---
홍길동,Phone: 2710-6275,udn8lln@@gmail.com,2022. 12. 15,423551,Daejeon,381,Note
Unknown123,Phone: 5312-4313,vzrzm@,2022-06-14,63,544원,부산,4702,Note
Lee James,Phone: 4127-5701,je6jbw@,2021-07-16,약 72천원,Incheon,99038,Note
 박 민수 ,010-0685-2339,lw4pzq@com,11/4/2024,966357,대구,41048,NULL
최.영.희,+82 10-6941-8867,5ofya9@com,7/9/2020,982448,부산,74009,NULL
N/A,Phone: 9348-9813,13wzr@gmail.com,12/13/2022,27711,Gwangju,50889,---
박 민수123,010 4527 2652,cgup3h@hanmail.net,6/19/2023,516185,서울,34441,NULL
김철수123,010 5985 2571,fdm2lu@test.co.kr,1/25/2022,약 979천원,부산,29534,---
 Unknown ,01024863600,r65z0f,2020. 2. 23,712144,Sejong,77118,---
최.영.희123,+82 10-5215-3095,qsx5o,2020. 4. 11,56.8579만원,Sejong,49955,NULL
 김철수 ,Phone: 9281-8448,cyfwy@@test.co.kr,2024. 1. 27,614,246원,대구,15895,NULL
홍길동,010 9741 4052,2ee518@@test.co.kr,2020-09-04,714753,Gwangju,76773,NULL
홍길동123,010-8047-3645,0u66c@,12/14/2020,954,576원,Incheon,767,---
박 민수123,01077557821,q06bf@@hanmail.net,3/15/2022,360057,Jeju,8249,Note
박 민수,010-4596-6186,mzwfd9@com,3/13/2023,869,379원,Sejong,972,Note
박 민수123,010-6438-6406,4l0qab@com,2022. 1. 6,610432,대구,89623,NULL
박 민수,01098517446,1m8h59@gmail.com,2024. 10. 27,730,614원,대구,302,Note
최.영.희123,010 8104 8087,clmumt,2021-09-04,약 270천원,Daejeon,31309,Note
최.영.희,Phone: 8740-7414,jb7he@test.co.kr,2020-02-06,727459,Gwangju,76272,---
N/A,Phone: 5573-3876,j47li@hanmail.net,2020-07-08,377,339원,부산,69684,Note
김철수,Phone: 5712-1432,3879fh@hanmail.net,2020. 9. 5,628,435원,Gwangju,250,NULL
N/A,+82 10-3073-7112,eg8vo@hanmail.net,2021. 9. 16,620768,Gwangju,76967,---
Unknown,+82 10-9034-0872,lz51u9@gmail.com,4/21/2023,약 309천원,Daejeon,464,Note
Lee James,01007295287,5m9v8@naver.com,2024-01-01,약 247천원,Daejeon,70171,NULL
N/A!!,010-0470-4314,6kbc8x@gmail.com,4/28/2024,26902,대구,674,---
Lee James,01077268796,rm1rtn@gmail.com,2022. 3. 8,472937,Jeju,816,Note
김철수,010 7057 1723,s4wpfe@gmail.com,2024-04-01,46.879만원,대구,231,Note
Lee James123,010-4729-3014,8u63xe@gmail.com,2/5/2023,92.4194만원,Sejong,743,Note
박 민수,+82 10-9169-0466,v8oo24,1/10/2024,749848,Incheon,296,Note
최.영.희123,Phone: 7023-4631,jaibna,3/12/2021,740917,Incheon,275,Note
 Unknown ,010 4437 2918,68hl1n@test.co.kr,2023. 3. 2,682088,대구,591,NULL
Unknown,Phone: 6753-0676,c7m6g@naver.com,2021. 4. 16,약 536천원,Sejong,66156,---
 홍길동 ,+82 10-1149-9946,e4xbaf,10/3/2024,약 806천원,Sejong,3630,---
Unknown,01061894050,xshaa,2020. 6. 23,약 589천원,대구,390,Note
홍길동123,01087889200,64gy,2020-11-22,약 255천원,Jeju,238,Note
 Lee James ,01088451948,8e374o,4/14/2021,76.9163만원,대구,610,Note
Unknown,+82 10-4374-9050,nu4c1@@test.co.kr,2022. 5. 18,약 601천원,Daejeon,18013,---
홍길동,010 0792 3117,e5xut@gmail.com,5/15/2021,20.1792만원,Jeju,196,Note
 N/A ,Phone: 9932-7731,ez5gl@,2020-10-02,약 483천원,Daejeon,859,---
홍길동,01029288462,lrds7n@@naver.com,2023. 9. 19,692,391원,대구,994,NULL
홍길동,+82 10-7601-1782,qk8d7vq@@hanmail.net,2021-06-28,19.697만원,Jeju,60184,NULL
Unknown,01007350451,t1vw6i@gmail.com,8/24/2021,743,639원,Jeju,49889,---
최.영.희123,01001269102,h67skc@hanmail.net,9/6/2024,623,957원,부산,882,NULL
김철수,010-0878-0360,fu5bsb@,2023-06-05,775,224원,대구,630,NULL
 김철수 ,010 2476 3975,5thmbw@gmail.com,4/26/2023,62.4135만원,Gwangju,549,Note
최.영.희123,010-5291-7221,48u4uf@,2/27/2024,182344,Incheon,935,---
최.영.희123,010-4885-0726,fzcs5v,11/8/2021,약 615천원,Gwangju,12415,---
박 민수,Phone: 8988-9238,eom9lk,4/18/2021,약 897천원,서울,65227,---
박 민수!!,010-7312-1649,8pzypy@,2020. 1. 14,65.5737만원,Incheon,728,---
최.영.희,+82 10-9216-0007,q3whol@@hanmail.net,9/25/2022,17.1457만원,Sejong,363,Note
최.영.희,+82 10-1132-1532,ohrrf4@hanmail.net,1/21/2023,약 214천원,서울,323,---
Lee James,Phone: 4032-7704,fohei@@naver.com,5/14/2020,약 770천원,Daejeon,152,---
박 민수,+82 10-7094-8623,26pqho@@,2023-06-14,622,349원,서울,44321,Note
홍길동,Phone: 7291-2533,pgaupe@test.co.kr,2020. 11. 12,5613,Gwangju,20,NULL
N/A,01020287698,65wet@hanmail.net,2024. 4. 4,355654,Jeju,754,Note
최.영.희,Phone: 9042-9377,y6d3u@naver.com,2023-05-11,689599,Gwangju,560,NULL
김철수,Phone: 4202-4374,s5zo1@@test.co.kr,2020. 2. 22,338514,Daejeon,421,Note
 Lee James ,010 5267 2997,jdy14k@naver.com,2023. 9. 21,871924,Incheon,60681,NULL
김철수123,010 6213 4488,802w6y@@naver.com,2022. 3. 23,31.3361만원,대구,10782,Note
N/A123,010-9465-7694,fse5ma@hanmail.net,8/24/2021,72.5852만원,부산,59834,---
 박 민수 ,01073135420,c2kizf@@gmail.com,2021-10-15,930,535원,부산,557,Note
Lee James123,+82 10-7519-3393,7cfbjn@naver.com,2024. 11. 13,61,972원,Jeju,598,---
Lee James,Phone: 6215-2671,00av@@gmail.com,2020-02-02,약 110천원,서울,56142,NULL
홍길동,010 6737 9667,g3fyn@test.co.kr,2020. 5. 12,약 935천원,부산,57786,NULL
김철수,+82 10-6379-4981,ejqign@gmail.com,6/17/2023,22,017원,부산,33795,---
 N/A ,+82 10-1458-3550,auwys7@gmail.com,6/15/2021,609,282원,Daejeon,52712,Note
박 민수123,010 5885 2403,46bh3u@@test.co.kr,6/28/2020,7.7986만원,Sejong,914,---
Lee James,010-4480-4373,s1agw@hanmail.net,2023-01-05,317177,서울,52161,Note
N/A,+82 10-6757-2298,yovurkv@test.co.kr,7/23/2020,약 285천원,대구,21258,NULL
 박 민수 ,01097655214,0hu6pb,11/27/2024,582264,대구,645,Note
김철수123,Phone: 2648-1806,4a1gef,2023-11-02,207,452원,Jeju,233,NULL
Unknown,+82 10-0686-0966,jb70bo@,8/28/2024,792934,서울,739,Note
N/A123,+82 10-4751-8158,tll70l,6/27/2024,약 594천원,부산,30955,NULL
박 민수!!,Phone: 8968-0372,tjlgig@naver.com,4/24/2024,639016,Daejeon,53175,NULL
박 민수,01067592543,smk4jd@,5/25/2020,약 144천원,Gwangju,65120,---
홍길동,+82 10-7334-7079,zaik03@@hanmail.net,5/4/2021,184,067원,Incheon,701,NULL
Unknown!!,01016710041,s3ksj@com,2024. 9. 24,779057,Gwangju,19071,---
Unknown,Phone: 9113-6623,o49jjq@@gmail.com,2/16/2021,443707,Jeju,44,---
박 민수,010-1347-6742,j4oe1@naver.com,11/21/2021,677,828원,Sejong,22405,NULL
 N/A ,010-1797-9349,5ozf0lh@test.co.kr,4/2/2022,약 384천원,부산,273,Note
Lee James,010 9960 2200,hc4eum@,2021-04-19,348577,대구,27612,---
김철수,010-1013-3124,grmgg@@test.co.kr,8/12/2021,약 657천원,Sejong,378,NULL
 홍길동 ,+82 10-8512-7209,h76qgt@@naver.com,1/15/2024,222,552원,Jeju,39158,---
Unknown,010 6713 3236,0tao9c@test.co.kr,2/22/2023,1.1151만원,부산,32303,NULL
최.영.희,Phone: 3393-4447,1pp0eib@@com,5/14/2020,70.1164만원,Incheon,76127,Note
김철수,+82 10-5711-6795,7ccs5c@test.co.kr,2023-09-26,27.879만원,부산,925,---
홍길동123,010-5646-5078,id72zh@hanmail.net,2020-07-02,60.167만원,Daejeon,562,Note
박 민수123,010-2068-9555,hnzkx@test.co.kr,1/16/2023,193493,서울,359,NULL
Lee James,Phone: 6348-6959,7jdklc@gmail.com,9/7/2024,약 812천원,Sejong,28889,Note
홍길동,+82 10-7676-2782,g7595i,2021. 9. 9,923,945원,Sejong,548,---
Unknown,010 6184 2925,oac7pa@@naver.com,2020-07-11,383,878원,부산,645,NULL
Unknown123,+82 10-0627-5429,4efix9@hanmail.net,2023-09-07,약 767천원,Sejong,24058,Note
 N/A ,010 2370 4561,py88ed@,2024-01-15,957542,Gwangju,255,Note
박 민수123,+82 10-3682-2557,x60v2j@naver.com,2023. 5. 1,124,370원,대구,24224,Note
김철수,Phone: 1791-4580,tjj8jx,2023. 9. 20,5.2374만원,부산,33410,NULL
Lee James,010-5831-3867,3ef0ms@@com,12/7/2020,약 302천원,Gwangju,224,NULL
김철수,+82 10-8330-2239,7ivtpm@hanmail.net,2024. 1. 26,66.465만원,Sejong,56535,Note
 홍길동 ,Phone: 1840-1525,s4kiop,2022-06-16,98.783만원,Incheon,64864,Note
최.영.희!!,010-2949-6658,9cugkp@@hanmail.net,2024-04-07,약 774천원,Daejeon,61613,NULL
김철수,010-4135-2111,twg1ct@gmail.com,2021-06-23,220,365원,서울,984,---
 홍길동 ,+82 10-9086-5323,eyas9p@hanmail.net,2021-08-21,36.4482만원,Jeju,33570,---
Unknown,Phone: 0629-3088,t8lm8s@hanmail.net,1/13/2020,679,071원,Sejong,45811,---
최.영.희!!,010-7361-3079,ru7hu@naver.com,2022-09-09,5.3704만원,서울,63738,NULL
N/A123,01025576416,01rxch@@com,3/15/2020,약 348천원,Gwangju,35861,Note
 N/A ,010-1042-8040,c7tqab@hanmail.net,2024-08-17,174373,대구,84930,---
Unknown,Phone: 9741-3509,id3h7@@hanmail.net,2/27/2021,약 35천원,Daejeon,414,Note
홍길동,01090383877,7o6z4f@test.co.kr,8/4/2024,134,185원,Daejeon,48010,Note
 Lee James ,010 8526 2256,bm6e7b@test.co.kr,2020-02-02,1194,Incheon,590,NULL
홍길동,+82 10-2362-9540,krpahe,2022-09-11,98,006원,Incheon,66956,Note
박 민수,+82 10-5423-6918,5a3dyd@gmail.com,2022-12-03,349476,Sejong,886,NULL
Lee James,010 6243 8537,ga9khf@,11/1/2020,83.6188만원,Daejeon,237,---
 Lee James ,010-3023-6675,2qkiom@hanmail.net,2024-10-28,97.9972만원,Sejong,734,NULL
Unknown,010-7432-0298,5uvuh@naver.com,2020-07-08,59495,대구,84212,---
N/A,010-9562-7141,xrvhor@naver.com,2020-01-09,191229,Incheon,50,Note
 홍길동 ,Phone: 7879-8354,76y1e4@naver.com,2021. 10. 26,약 769천원,대구,242,Note
김철수,010 5345 2579,ouaeaa@gmail.com,3/22/2024,346398,Incheon,57207,Note
김철수,+82 10-7548-4849,peddrb@,2020. 9. 14,664,844원,Sejong,845,---
최.영.희,Phone: 1128-0131,6ykpnc@naver.com,1/5/2024,약 778천원,Daejeon,86686,NULL
 Lee James ,01066720232,ziodcn@com,2022. 11. 24,약 837천원,부산,75016,NULL
박 민수123,01013380824,ce1hrb@hanmail.net,1/17/2023,11.0815만원,Gwangju,80,---
박 민수123,010-3718-9087,87jpc@,1/23/2022,506306,Incheon,77875,---
Unknown123,+82 10-5839-3663,rkj0lg@@test.co.kr,7/27/2021,81.0125만원,서울,41,---
N/A,+82 10-5810-3462,umgo4w@test.co.kr,2/4/2021,400,472원,서울,205,---
최.영.희,010 8160 0936,dskmdb@@naver.com,9/28/2022,865,959원,부산,90880,---
김철수,010 1741 8939,vwaj6b@test.co.kr,5/28/2020,702,748원,부산,970,Note
Unknown,Phone: 5700-5566,b5yz2i@@,2020-03-01,약 74천원,대구,321,NULL
 김철수 ,010 5345 4266,yct33l,2023-07-12,624665,서울,468,---
 N/A ,01060673943,i9tui,9/13/2024,170,587원,Daejeon,249,Note
최.영.희,010-3156-2611,4x7s1f@gmail.com,2020-12-22,588512,Incheon,488,Note
최.영.희,+82 10-5800-1887,0jurki@gmail.com,2023-12-20,482,198원,Daejeon,462,Note
 홍길동 ,Phone: 4096-9639,x9aw2i@@com,2021. 10. 13,672715,부산,38,---
Unknown!!,01036724300,qliouk@,2022. 4. 5,231617,Jeju,87824,Note
홍길동,010 4888 5020,xvp1h@hanmail.net,2024-05-17,약 969천원,Incheon,374,---
 최.영.희 ,010-6708-2537,f0heyb@@,2022-09-28,2.0528만원,Sejong,40462,Note
김철수123,010-5912-5286,bbrzxb@gmail.com,1/23/2022,76.5112만원,부산,58208,NULL
 Lee James ,+82 10-4477-9722,m83vhh,12/20/2020,약 500천원,Daejeon,82689,---
김철수123,01021952076,9b8p4e@,9/17/2022,557,656원,대구,8033,---
N/A,010-6919-4707,sz63ag@naver.com,2023-09-14,약 804천원,Jeju,434,Note
 홍길동 ,010-7743-0340,ifzn8@,4/24/2021,131,334원,대구,74232,Note
Lee James123,01057975955,ja4qzt@@gmail.com,8/8/2020,약 271천원,Gwangju,959,Note
홍길동,+82 10-7159-1519,4pzhan@@gmail.com,2021. 9. 3,435,848원,Gwangju,224,Note
최.영.희,010 4526 8501,rv7af@test.co.kr,10/18/2022,622,040원,서울,79111,---
 최.영.희 ,010-3424-9478,snxnb@hanmail.net,12/21/2024,557,920원,Sejong,866,Note
 Unknown ,010-5569-6051,uydbn@test.co.kr,8/3/2022,약 534천원,Daejeon,49100,Note
N/A,010 2208 5850,0c6sg,2020. 11. 16,67.5759만원,부산,809,---
Lee James123,010 4459 2518,eyry3c@@,2024. 6. 15,약 498천원,Daejeon,91256,Note
Unknown,01058626423,ow3tye,2024. 8. 1,12.6827만원,Incheon,11722,NULL
Unknown,010-2446-1385,rkcqr6@test.co.kr,10/21/2022,51775,Sejong,552,Note
김철수,01011279042,n9mcm1@gmail.com,2021. 1. 5,52.962만원,서울,23233,Note
 Lee James ,010-3743-7420,w2mx98,2022. 2. 14,215,891원,Sejong,71,NULL
김철수,+82 10-4565-5256,ryzj9r,2021. 12. 28,969,716원,대구,587,---
Lee James!!,010 7061 3870,xg9phb@@,2021. 6. 14,298979,서울,51077,Note
N/A123,+82 10-7595-2274,le9kld,2024-06-17,74.2004만원,Gwangju,668,Note
김철수,01075222516,65ls8p@test.co.kr,2021-08-03,546,354원,Incheon,678,Note
최.영.희,01086896877,15riwb,2020. 11. 20,77167,Jeju,416,NULL
Unknown,01043450946,0ricd3@@gmail.com,1/12/2022,751773,Jeju,471,NULL
Unknown,+82 10-6824-4347,8ysolx,12/15/2021,342629,Daejeon,142,---
 N/A ,010 2299 0290,o6b7z@@com,2/17/2021,580247,서울,81627,---
홍길동,01024322298,1boy6u,2021-11-18,20,651원,Jeju,58076,---
최.영.희123,Phone: 7805-0520,t5h3ff@,2020-12-14,220183,대구,207,NULL
 최.영.희 ,+82 10-4777-5892,o82yxr@@,2/2/2022,52.3086만원,Jeju,202,---
박 민수,01083932765,d5inoi@gmail.com,5/5/2023,228,398원,부산,385,---
박 민수,Phone: 9948-2460,34pk3e@,2023. 2. 4,186,092원,대구,41372,NULL
Lee James,01091435363,o57nhn@@com,4/1/2020,804,287원,대구,58360,Note
Lee James,Phone: 6604-4692,rho3il@test.co.kr,2024. 11. 24,38.8221만원,Gwangju,378,---
N/A123,01031732370,0lio2p@@,2/28/2021,653,907원,Jeju,868,Note
홍길동123,010 4770 3439,y1klvg@test.co.kr,2/7/2020,954,779원,Jeju,390,---
김철수,010 1108 8056,5smjd@com,10/16/2020,81.3347만원,Gwangju,25814,Note
최.영.희,01003984474,wo36f,2020. 11. 4,683038,Sejong,946,NULL
N/A,01036941120,ntb8ae@gmail.com,9/12/2023,561,925원,Incheon,827,Note
Lee James,010-8699-5911,8ezd49,2021-01-13,265,840원,Sejong,97682,NULL
홍길동!!,010-9278-6330,7jj7uo@,12/11/2023,583,673원,부산,61786,---
최.영.희,010 2991 9747,6cg7s,2022. 1. 25,약 996천원,Incheon,143,NULL
Lee James,Phone: 0186-6823,gw1bii@com,2023-03-22,450,900원,Jeju,81599,Note
홍길동,+82 10-6419-4944,dut129@,5/16/2022,약 301천원,대구,39973,NULL
김철수!!,+82 10-2195-3992,8lc80b@gmail.com,2023-11-20,22.6457만원,부산,93674,Note
Lee James,01019652076,2w5ypm@test.co.kr,2020. 3. 6,881271,Gwangju,43642,NULL
김철수123,01079640424,ump1ze@naver.com,8/26/2021,85,059원,Daejeon,34892,NULL
 홍길동 ,Phone: 5562-6646,tlg4hj@gmail.com,11/24/2024,477,569원,부산,527,NULL
Lee James,010 0650 9646,3665ph@test.co.kr,2024. 4. 22,55.7335만원,Incheon,62076,NULL
박 민수,010-6000-6084,sfhcnf,2021. 3. 8,34,854원,Jeju,138,NULL
 Lee James ,010 2834 5502,rotins@hanmail.net,2021-04-20,575258,부산,81501,NULL
 Unknown ,Phone: 0313-2000,ugsztm,2020-05-08,675506,Sejong,80024,Note
Unknown,010 6901 3259,0v09fk@gmail.com,2/6/2024,약 371천원,부산,529,Note
박 민수,Phone: 8720-2441,15f77@@,2023. 1. 24,60.6636만원,대구,701,Note
Unknown!!,01019264157,ydef7e@@gmail.com,3/14/2023,710323,Daejeon,29,---
 N/A ,+82 10-2876-7751,lmget,2021. 8. 17,약 141천원,Gwangju,23377,---
Lee James!!,01003650307,pgs1lp@@naver.com,2024-05-05,67.1569만원,Jeju,88521,NULL
홍길동,+82 10-9349-1641,i2g9jr@naver.com,1/19/2021,15.7981만원,Daejeon,91311,NULL
최.영.희,010-8630-9607,w2fv5q@@hanmail.net,2022-01-08,675,317원,Daejeon,406,---
최.영.희123,010 8148 2357,pc8on@com,4/19/2023,75.6637만원,Sejong,402,---
 N/A ,01098269311,kbmj4@test.co.kr,2020-03-15,315500,Gwangju,54818,---
김철수,+82 10-3214-6691,loe7s2@com,11/5/2022,95.4299만원,Gwangju,25805,---
최.영.희123,+82 10-3410-5287,fwui7p@hanmail.net,2022. 3. 8,651307,Jeju,50327,---
최.영.희123,Phone: 3622-9999,1x7vhi@@com,8/7/2022,약 185천원,서울,896,NULL
박 민수!!,Phone: 1679-9657,5ahu7@@hanmail.net,7/28/2021,561,139원,서울,293,Note
 N/A ,+82 10-1495-7154,0ft1cv@naver.com,2022-02-24,91.6783만원,Jeju,977,NULL
박 민수!!,Phone: 8162-7490,w77b5@hanmail.net,2020-07-21,약 541천원,대구,661,Note
최.영.희,010 5373 8329,d3mn3@,9/28/2021,약 351천원,Daejeon,60403,---
김철수!!,+82 10-7487-8203,my6f7u@test.co.kr,2022. 11. 7,56.0595만원,Jeju,66878,---
박 민수,01009415495,zfda3@gmail.com,4/7/2024,63,834원,Sejong,848,Note
박 민수!!,010-0342-8753,qt9eq@com,7/7/2023,25.2088만원,Incheon,3346,Note
최.영.희!!,+82 10-5421-6414,grw88n@test.co.kr,2023. 9. 12,118949,부산,754,Note
박 민수,01037978615,35qhnu@test.co.kr,9/5/2020,599411,부산,589,NULL
최.영.희123,010 6574 6183,c47qj7@test.co.kr,2022-10-03,994,832원,서울,92818,---
홍길동,01006102088,ek8hos@@gmail.com,2021-12-07,약 863천원,서울,42074,---
최.영.희123,010 5844 8530,ocor0v,9/20/2023,408,529원,Sejong,71858,---
홍길동,Phone: 9035-8315,uomgt8@hanmail.net,2022-01-18,952,932원,대구,324,NULL
 홍길동 ,01001667177,wwuyns@@com,7/19/2024,693761,Incheon,925,Note
N/A!!,010-1548-6679,cibhz6@@,2022-09-20,695558,Sejong,21336,Note
N/A,010-5464-2349,ef3di,9/11/2020,390,609원,대구,972,Note
 홍길동 ,Phone: 8080-7424,qpwifc@@,2021-04-13,약 338천원,Gwangju,16024,---
 박 민수 ,010 1978 6752,qz2n4e,2023. 10. 6,약 729천원,Incheon,31077,NULL
Lee James,Phone: 2422-8788,g4uz1c@@gmail.com,2021. 7. 6,약 588천원,서울,426,NULL
Unknown,01020046203,73f98@com,2/18/2024,약 365천원,부산,600,NULL
최.영.희,010-4694-3924,r8ojkam@@test.co.kr,2020. 2. 17,386187,Daejeon,48044,Note
 N/A ,010-6846-5623,5346x@com,2021. 7. 28,약 143천원,대구,331,---
Lee James,010-1447-0569,wbfvbg@@test.co.kr,2022. 8. 14,772969,Gwangju,360,NULL
홍길동,010-3568-1178,5tk69l@com,2022. 4. 15,596,748원,Gwangju,62595,Note
박 민수,010 5495 9708,6sexne@naver.com,2022. 8. 10,12.9482만원,대구,550,Note
